tr_51 0.00753591		0.00753591		2	n7	n8	12	12
tr_52 0.00016126		0.00016126		6	n3	n8	4	4
tr_52 0.00741251		0.00741251		5	n4	n8	6	6
tr_52 0.05039697		0.05039697		4	n5	n8	8	8
tr_52 0.00001199		0.00001199		3	n6	n8	10	10
tr_52 0.01635391		0.01635391		2	n7	n8	12	12
tr_53 0.00126696		0.00126696		6	n3	n8	4	4
tr_53 0.04554455		0.04554455		5	n4	n8	6	6
tr_53 0.05000307		0.05000307		4	n5	n8	8	8
tr_53 0.00012699		0.00012699		3	n6	n8	10	10
tr_53 0.00797097		0.00797097		2	n7	n8	12	12
tr_54 0.03903855		0.03903855		6	n3	n8	4	4
tr_54 0.05193415		0.05193415		5	n4	n8	6	6
tr_54 0.00718074		0.00718074		4	n5	n8	8	8
tr_54 0.00001274		0.00001274		3	n6	n8	10	10
tr_54 0.00001069		0.00001069		2	n7	n8	12	12
tr_55 0.00080045		0.00080045		6	n3	n8	4	4
tr_55 0.00012605		0.00012605		5	n4	n8	6	6
tr_55 0.00067805		0.00067805		4	n5	n8	8	8
tr_55 0.03344252		0.03344252		3	n6	n8	10	10
tr_55 0.05988400		0.05988400		2	n7	n8	12	12
tr_56 0.09740235		0.09740235		6	n3	n8	4	4
tr_56 0.00777114		0.00777114		5	n4	n8	6	6
tr_56 0.00035129		0.00035129		4	n5	n8	8	8
tr_56 0.00071620		0.00071620		3	n6	n8	10	10
tr_56 0.00008012		0.00008012		2	n7	n8	12	12
tr_57 0.00074639		0.00074639		6	n3	n8	4	4
tr_57 0.00049434		0.00049434		5	n4	n8	6	6
tr_57 0.00001721		0.00001721		4	n5	n8	8	8
tr_57 0.00010625		0.00010625		3	n6	n8	10	10
tr_57 0.00043016		0.00043016		2	n7	n8	12	12
tr_58 0.00007620		0.00007620		6	n3	n8	4	4
tr_58 0.00001003		0.00001003		5	n4	n8	6	6
tr_58 0.00055533		0.00055533		4	n5	n8	8	8
tr_58 0.03217603		0.03217603		3	n6	n8	10	10
tr_58 0.00044465		0.00044465		2	n7	n8	12	12
tr_59 0.02021001		0.02021001		6	n3	n8	4	4
tr_59 0.00085499		0.00085499		5	n4	n8	6	6
tr_59 0.00837061		0.00837061		4	n5	n8	8	8
tr_59 0.00010612		0.00010612		3	n6	n8	10	10
tr_59 0.01973687		0.01973687		2	n7	n8	12	12
tr_6 0.11154151		0.11154151		6	n3	n8	4	4
tr_6 0.00010483		0.00010483		5	n4	n8	6	6
tr_6 0.00002010		0.00002010		4	n5	n8	8	8
tr_6 0.00277354		0.00277354		3	n6	n8	10	10
tr_6 0.00027825		0.00027825		2	n7	n8	12	12
tr_60 0.00006718		0.00006718		6	n3	n8	4	4
tr_60 0.00002746		0.00002746		5	n4	n8	6	6
tr_60 0.00509754		0.00509754		4	n5	n8	8	8
tr_60 0.00001184		0.00001184		3	n6	n8	10	10
tr_60 0.00002876		0.00002876		2	n7	n8	12	12
tr_61 0.00017492		0.00017492		6	n3	n8	4	4
tr_61 0.00003588		0.00003588		5	n4	n8	6	6
tr_61 0.00189171		0.00189171		4	n5	n8	8	8
tr_61 0.00003509		0.00003509		3	n6	n8	10	10
tr_61 0.00525470		0.00525470		2	n7	n8	12	12
tr_62 0.00032359		0.00032359		6	n3	n8	4	4
tr_62 0.02729677		0.02729677		5	n4	n8	6	6
tr_62 0.00001354		0.00001354		4	n5	n8	8	8
tr_62 0.00003176		0.00003176		3	n6	n8	10	10
tr_62 0.00002330		0.00002330		2	n7	n8	12	12
tr_63 0.00106935		0.00106935		6	n3	n8	4	4
tr_63 0.00001039		0.00001039		5	n4	n8	6	6
tr_63 0.00001085		0.00001085		4	n5	n8	8	8
tr_63 0.00026235		0.00026235		3	n6	n8	10	10
tr_63 0.00004501		0.00004501		2	n7	n8	12	12
tr_64 0.00002282		0.00002282		6	n3	n8	4	4
tr_64 0.00460685		0.00460685		5	n4	n8	6	6
tr_64 0.00001452		0.00001452		4	n5	n8	8	8
tr_64 0.06214093		0.06214093		3	n6	n8	10	10
tr_64 0.04226261		0.04226261		2	n7	n8	12	12
tr_65 0.00020748		0.00020748		6	n3	n8	4	4
tr_65 0.10477587		0.10477587		5	n4	n8	6	6
tr_65 0.08074127		0.08074127		4	n5	n8	8	8
tr_65 0.01647086		0.01647086		3	n6	n8	10	10
tr_65 0.00063485		0.00063485		2	n7	n8	12	12
tr_66 0.00014847		0.00014847		6	n3	n8	4	4
tr_66 0.00009410		0.00009410		5	n4	n8	6	6
tr_66 0.08777645		0.08777645		4	n5	n8	8	8
tr_66 0.00062720		0.00062720		3	n6	n8	10	10
tr_66 0.00052396		0.00052396		2	n7	n8	12	12
tr_67 0.00001305		0.00001305		6	n3	n8	4	4
tr_67 0.01264007		0.01264007		5	n4	n8	6	6
tr_67 0.11269116		0.11269116		4	n5	n8	8	8
tr_67 0.00705884		0.00705884		3	n6	n8	10	10
tr_67 0.00259092		0.00259092		2	n7	n8	12	12
tr_68 0.00564794		0.00564794		6	n3	n8	4	4
tr_68 0.01843234		0.01843234		5	n4	n8	6	6
tr_68 0.00544719		0.00544719		4	n5	n8	8	8
tr_68 0.02491771		0.02491771		3	n6	n8	10	10
tr_68 0.00026969		0.00026969		2	n7	n8	12	12
tr_69 0.00053239		0.00053239		6	n3	n8	4	4
tr_69 0.00139929		0.00139929		5	n4	n8	6	6
tr_69 0.00001458		0.00001458		4	n5	n8	8	8
tr_69 0.00160838		0.00160838		3	n6	n8	10	10
tr_69 0.00011915		0.00011915		2	n7	n8	12	12
tr_7 0.02562884		0.02562884		6	n3	n8	4	4
tr_7 0.01185679		0.01185679		5	n4	n8	6	6
tr_7 0.00002615		0.00002615		4	n5	n8	8	8
tr_7 0.00006714		0.00006714		3	n6	n8	10	10
tr_7 0.00010909		0.00010909		2	n7	n8	12	12
tr_70 0.00003945		0.00003945		6	n3	n8	4	4
tr_70 0.01282031		0.01282031		5	n4	n8	6	6
tr_70 0.00001233		0.00001233		4	n5	n8	8	8
tr_70 0.00001163		0.00001163		3	n6	n8	10	10
tr_70 0.11340801		0.11340801		2	n7	n8	12	12
tr_71 0.01417810		0.01417810		6	n3	n8	4	4
tr_71 0.00002164		0.00002164		5	n4	n8	6	6
tr_71 0.00170586		0.00170586		4	n5	n8	8	8
tr_71 0.00070102		0.00070102		3	n6	n8	10	10
tr_71 0.00961693		0.00961693		2	n7	n8	12	12
tr_72 0.00001330		0.00001330		6	n3	n8	4	4
tr_72 0.01207511		0.01207511		5	n4	n8	6	6
tr_72 0.00662086		0.00662086		4	n5	n8	8	8
tr_72 0.00643176		0.00643176		3	n6	n8	10	10
tr_72 0.05146256		0.05146256		2	n7	n8	12	12
tr_73 0.00018814		0.00018814		6	n3	n8	4	4
tr_73 0.00090602		0.00090602		5	n4	n8	6	6
tr_73 0.00001260		0.00001260		4	n5	n8	8	8
tr_73 0.00001309		0.00001309		3	n6	n8	10	10
tr_73 0.00593112		0.00593112		2	n7	n8	12	12
tr_74 0.00258243		0.00258243		6	n3	n8	4	4
tr_74 0.00038088		0.00038088		5	n4	n8	6	6
tr_74 0.00121608		0.00121608		4	n5	n8	8	8
tr_74 0.01247960		0.01247960		3	n6	n8	10	10
tr_74 0.00002691		0.00002691		2	n7	n8	12	12
tr_75 0.00005883		0.00005883		6	n3	n8	4	4
tr_75 0.00333412		0.00333412		5	n4	n8	6	6
tr_75 0.00107872		0.00107872		4	n5	n8	8	8
tr_75 0.00200761		0.00200761		3	n6	n8	10	10
tr_75 0.00003186		0.00003186		2	n7	n8	12	12
tr_76 0.00002685		0.00002685		6	n3	n8	4	4
tr_76 0.00185631		0.00185631		5	n4	n8	6	6
tr_76 0.00004496		0.00004496		4	n5	n8	8	8
tr_76 0.00024235		0.00024235		3	n6	n8	10	10
tr_76 0.00001987		0.00001987		2	n7	n8	12	12
tr_77 0.00004338		0.00004338		6	n3	n8	4	4
tr_77 0.00005364		0.00005364		5	n4	n8	6	6
tr_77 0.00052717		0.00052717		4	n5	n8	8	8
tr_77 0.01896095		0.01896095		3	n6	n8	10	10
tr_77 0.00132523		0.00132523		2	n7	n8	12	12
tr_78 0.00057753		0.00057753		6	n3	n8	4	4
tr_78 0.00001227		0.00001227		5	n4	n8	6	6
